Name,Class,Spells,Skills
487b7c1c,Cleric 20,Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardian*3|Freedom of Movement*4|Stoneskin*4|Flame Strike*5|Hold Monster*5,Religion|Animal Handling|Insight|Survival
8db1bd6b,Monk 20,No spells,Acrobatics|History|Religion|Insight|Medicine
dc22bf79,Warlock 20,Light*0|Sacred Flame*0|Eldritch Blast*0|Prestidigitation*0|Mage Hand*0|Minor Illusion*0|Word of Radiance*0|Guidance*0|Spare the Dying*0|Cure Wounds*1|Guiding Bolt*1|Comprehend Languages*1|Illusory Script*1|Protection From Good and Evil*1|Mage Armor - No Slot Needed*1|Disguise Self - No Slot Needed*1|Flaming Sphere*2|Lessor Restoration*2|Invisibility*2|Misty Step*2|Levitate - No Slot Needed*2|Alter Self - No Slot Needed*2|Daylight*3|Revivify*3|Dispel Magic*3|Gaseous Form*3|Fireball*3|Guardian of Faith*4|Wall of Fire*4|Dimension Door*4|Banishment*4|Polymorph*4|Flame Strike*5|Greater Restoration*5|Synaptic Static*5|Dance Macabre*5|Mass Suggestion*6|Crown of Stars*7|Feeblemind*8|Power Word Kill*9,Sleight of Hand|Stealth|History|Religion|Insight|Perception|Deception|Performance|Persuasion
507ff7d2,Paladin 20,Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3|Ice Storm*4|Stoneskin*4|Commune with Nature*5|Tree Stride*5,Athletics|History|Intimidation|Persuasion
44eecfc2,Warlock 20,No spells,Sleight of Hand|Investigation|Deception|Intimidation
9ac4f62f,Barbarian 20,No spells,Religion|Medicine|Survival|Intimidation
131ed728,Sorcerer 20,No spells,Arcana|Insight|Perception|Deception|Intimidation|Persuasion
d739c95d,Cleric 19,Chill Touch*0|Light*0|Sacred Flame*0|Thaumaturgy*0|Thorn Whip*0|False Life*1|Ray of Sickness*1|Bless(c)*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Sanctuary*1|Bane(c)*1|Command*1|CreateandDestroy Water*1|Detect Magic(cr)*1|Detect PoisonandDisease($c)*1|Prot.From EvilandGood(c)*1|Purify FoodandDrink(r)*1|Shield Of Faith(c)*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Aid*2|Prayer Of Healing*2|Augury(r)*2|Calm Emotions(c)*2|Continual Flame($)*2|Enhance Ability(c)*2|Find Traps*2|Gentle Repose(r)*2|Hold Person(c)*2|Lesser Restoration*2|Locate Object(c)*2|Protection From Poison*2|Warding Bond*2|Zone Of Truth*2|Silence(r)*2|Animate Dead*3|Vampiric Touch(c)*3|Mass Healing Word*3|Spirit Guardians(c)*3|Beacon Of Hope(c)*3|Clairvoyance(c)*3|Create FoodandWater*3|Detect EvilandGood(c)*3|Dispel Magic*3|Feign Death(r)*3|Magic Circle($)*3|Meld Into Stone(r)*3|Prot.From Energy(c)*3|Remove Curse*3|Revivify($)*3|Speak With Dead*3|Tongues*3|Water Walk(r)*3|Glyph Of Warding($)*3|Blight*4|Death Ward*4|Banishment(c)*4|Control Water(c)*4|Divination ($r)*4|Freedom Of Movement*4|Guardian Of Faith*4|Locate Creature (c)*4|Stone Shape*4|Antilife Shell*5|Cloudkill*5,Insight|Medicine|Survival|Persuasion
5145c534,Fighter 19,No spells,Athletics|Acrobatics|Perception|Intimidation
796eb2b4,Warlock 19,Spare the Dying*0,Arcana|Investigation|Survival|Deception|Intimidation
e5aaf4b7,Monk 19,No spells,Acrobatics|Stealth|Insight|Perception
56370d36,Paladin 19,Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3|Ice Storm*4|Stoneskin*4|Commune with Nature*5|Tree Stride*5,Religion|Insight|Medicine|Perception|Deception|Intimidation|Persuasion
1623ac85,Barbarian 18,Thaumaturgy*0|Burning Hands*0|Darkness*0|Cure Wounds*1|Burning Hands*1|Darkness*2,Athletics|Sleight of Hand|Stealth|Intimidation
3dc441d4,Artificer 18,Fire Bolt*0|Message*0|Prestidigitation*0|Mending*0|Detect Magic*1|Identify*1|Shield*1|Thunderwave*1|Cure Wounds*1|Catapult*1|Disguise Self*1|Jump*1|Scorching Ray*2|Shatter*2|Invisibility*2|Spider Climb*2|Blur*2|3rd Level...*2|3 Per Day*2|Fireball*3|Fly*3|Blink*3|Catnap*3|Revivify*3|Wall Of Fire*3|Enlarge/reduce*3|Mireball*3|STONE SHAPE 4*3|CONE OF COLD 5*3|Ice Storm*4|Wall of Fire*4|Cone of Cold*5|Wall of Force*5,Arcana|Investigation|Nature|Insight|Medicine|Perception|Survival|Persuasion
7657689e,Paladin 18,Thurmaturgy*0|Guidance*0|Channel Divinity*0|Channel Divinity 2*0|Channel Divinity 3*0|Armor of Agathys*1|Command*1|Compelled Duel*1|Cure Wounds*1|Detect Magic*1|Wrathful Smite*1|Thunderous Smite*1|Hold Person*2|Spiritual Weapon*2|Zone Of Truth*2|Bestow Curse*3|Fear*3|Aura Of Vitality*3|Daylight*3|Spirit Shroud*3|Dispel Magic*3|Dominate Beast*4|Stoneskin*4|Death Ward*4|Find Greater Steed*4|Dominate Person*5|Destructive Wave*5|Raise Dead*5|Cloudkill*5,Athletics|Religion|Insight|Perception|Intimidation
5f8c1e03,Barbarian 18,No spells,Athletics|Acrobatics|Stealth|Nature|Animal Handling|Perception|Survival|Intimidation
6300145e,Ranger 18,Speak with Animals*1|Disguise Self*1|Zephyr Strike*1|Cure Wounds*1|Beast Sense*2|Rope Trick*2|Cordon Of Arrows*2|Enhance Ability*2|Speak with Plants*3|Fear*3|Conjure Barrage*3|Daylight*3|Locate Creature*4|Greater Invisibility*4|Stoneskin*4|Grasping Vine*4|Commune with Nature*5|Seeming*5|Conjure Volley*5|Tree Stride*5,Stealth|Investigation|Insight|Perception|Deception
62e8d6bd,Fighter 18,No spells,Athletics|Acrobatics|Insight|Intimidation
1fa50ab7,Fighter 18,No spells,Athletics|Acrobatics|Insight|Perception|Intimidation
56658175,Sorcerer 18,Fire Bolt*0|Friends*0|Minor Illusion*0|Prestidigitation*0|Light (Racial Feat)*0|Dancing Lights (Racial Feat)*0|Message*0|Shield*1|Chaos Bolt*1|Faerie Fire (1/Day)*1|Sleep*1|Enhance Ability*2|Shatter*2|Darkness (1/Day)*2|Alter Self*3|Erupting Earth*3|Dominate Beast*4|Intellect Fortress*4|Enervation*5|Dominate Person*5|Psychic Crush*6|Plane Shift*7|Dominate Monster*8|Meteor Swarm*9,Insight|Deception|Intimidation|Persuasion
6ec57157,Warlock 18,Eldritch Blast*0|Minor Illusion*0|Mage Hand*0|Expeditious Retreat *1|Pro Good / Evil*1|Shield*1|Wrathful Smite *1|Find Familiar *1|Darkness *2|Invis*2|Earth Bind*2|Mind Spike*2|Blur*2|Branding Smite *2|Fly*3|Hunger Of Hadar*3|Blink*3|Ele Weapon*3|D Door*4|Phantasmal Killer*4|Staggering Smite*4,Arcana|Investigation|Religion|Medicine|Perception|Survival|Deception|Persuasion
dfb7c922,Druid 18,Produce Flame*0|Mending*0|Resistance*0|Shillelagh*0|Druidcraft*0|Cure Wounds*1|Speak With Animals*1|Goodberry*1|Entangle*1|Jump*1|Moon Beam*2|Flaming Sphere*2|Hold Person*2|Daylight*3|Meld Into Stone*3|Protection From Energy*3|Dominate Beast*4|Polymorph*4|Mass Cure Wounds*5|Tree Stride*5|Reincarnate*5|Heal*6|Reverse Gravity *7|Regenerate *7|Firestorm*7|Sunburst*8|Control Weather*8|Foresight *9,Sleight of Hand|Nature|Animal Handling|Deception
7034a702,Wizard 18,Animate Dead*3,History|Persuasion
54e8d319,Fighter 18,Mage Hand *0|Green Flame Blade *0|Toll The Dead *0|Frostbite *0|Shield *1|Absorb Elements *1|Magic Missle *1|Scorching Ray*2|Shatter*2|Hold Person*2|Mirror Image *2|Melfs Minute Metoers *3|Counterspell *3|Fireball*3|Slow*3,Athletics|History|Perception|Intimidation|Persuasion
5df5ef8f,Ranger 18,No spells,Nature|Religion|Animal Handling|Perception|Survival
dc677fb1,Barbarian 18,No spells,Athletics|Nature|Survival|Intimidation
7b6a0e83,Wizard 18,Firebolt*0|Mage Hand*0|Mending*0|Message*0|Minor Illusion*0|Prestidigiation*0|Toll The Dead*0|Shield*1|Detect Magic*1|Comprehend Languages*1|Silent Image*1|Invisibility*2|Mirror Image*2|Misty Step*2|Fireball*3|Hypnotic Pattern*3|Major Image*3|Polymorph*4|Dimension Door*4|Greater Invisibility*4|Animate Objects*5|Wall Of Force*5|Globe Of Invulnerability*5|Mass Suggestion*6|Sunbeam*6|Crown Of Stars*7|Forcecage*7|Maze*8|Illusory Dragon*8,Sleight of Hand|Stealth|Arcana|Insight
9ac0130e,Bard 18,No spells,Acrobatics|History|Insight|Deception|Performance
602d149f,Warlock 18,Hex*1,Stealth|Arcana|Deception|Intimidation|Persuasion
9c98986d,Mystic 18,No spells,Arcana|History|Investigation|Nature|Insight|Perception|Deception|Performance|Persuasion
8b7d454b,Artificer 18,Mending*0|Identify (Ritual)*1|Detect Magic (Ritual)*1,Sleight of Hand|Arcana|History|Investigation|Insight
e8b5f062,Monk 17,No spells,Acrobatics|Stealth|Religion|Insight|Perception
dcaec88a,Ranger 17,Hunters Mark*1|Goodberry*1|Speak With Animals*1|Cure Wounds*1|Animal Messenger*2|Flaming Arrows*3|Conjure Animals*3|Windwall*3|Guardian Of Nature*4|Commune With Nature*5,Athletics|Nature|Perception|Survival|Deception
350038ad,Cleric 17,Shillelagh*0|Shape Water*0|Booming Blade*0|Green Flame Blade*0|Toll The Dead*0|Sacred Flame*0|Ligth*0|Guidance*0|Word Of Radiance*0|Detect Magic*1|Magic Missile*1|Faerie Fire*1|Bless*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Protection From G/E*1|Shield Of Faith*1|Sanctuary*1|Magic Weapon*2|Arcanist's Magic Aura*2|Prayer Of Healing*2|Spiritual Weapon *2|Gentle Repose*2|Lesser Restoration*2|Dispel Magic*3|Magic Circle*3|Spirit Guardians*3|Mass Healing Word*3|Revify*3|Bestow Curse*3|Arcane Eye*4|Secret Chest*4|Freedom of Movement*4|Death Ward*4|Banishment*4|Planar Binding*5|Teleportation Circle*5|Greater Restoration*5|Mass Cure Wounds*5|Flame Strike*5|Holy Weapon*5|Commune*5|Heal*6|Heroes Feast*6|Contigency*6|True Seeing*6|Word Of Recall*6|Plane Shift*7|Regenerate*7|Ressurrection*7|Simulacrum*7|Holy Aura*8|Ilusory Dragon*8|Mass Heal*9|True Ressurrection*9|Foresitgh*9,Athletics|Arcana|Religion|Insight|Perception|Intimidation
1803dbf2,Rogue 17,No spells,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Persuasion
29d794ac,Fighter 17,Chill Touch*0|Fire Bolt*0|Toll The Dead*0|Witch Bolt*1|Magic Missile*1|Absorb Elements*1|Chromatic Orb*1|Melf's Acid Arrow*2|Darkness*2|Arcane Lock*2|Fireball*3|Lightning Bolt*3|Counterspell*3,Athletics|Arcana|Perception|Intimidation|Persuasion
1d7b4d9f,Sorcerer 17,Fire Bolt *0|Gust *0|Mold Earth *0|Frost Bite *0|Twitch *0|Ice Blade *0|Ice Knife *1|Shield *1|Find Familair (R) *1|Comprehend Language (R) *1|Darkness*2|Misty Step *2|Dragon Breath *2|Counter Spell *3|Dispel Magick *3|Blight *4|Polymorph*4|Cone Of Cold *5|Telekinesis *5|Darkbolt *5|Disintegrate (wand) *6|Scatter *6|Reverse Gravity *7|Power Word Stun *8|Gate *9,Athletics|Arcana|Religion|Perception
925c3769,Bard 17,Minor Illusion*0|Mage Hand*0|Presto*0|Thunderclap*0|Bane*1|Faerie Fire*1|Feather Fall*1|Comprehend Languages*1|Heat metal*2|Dispell Magic*2|Zone Of Truth*2|Tongues*3|Sending*3|Fireball*3|Windwall*3|Polymorph*4|Dimension Door*4|Modify Memory*5|Flame Strike*5|Find Path*6|Teleport*7|Feeblemind*8|True Polymorph*9,Acrobatics|Sleight of Hand|Deception|Performance|Persuasion
07122838,Rogue 17,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Animal Handling|Perception|Deception|Persuasion
ece7ff91,Paladin 17,Hellish Rebuke*1|Inflict Wounds*1|Protection From Good And Evil*1|Shield Of Faith*1|Bless*1|Crown of Madness*2|Darkness*2|Aid*2|Misty Step*2|Animate Dead*3|Bestow Curse*3|Crusaders Mantle*3|Haste*3|Blight*4|Confusion*4|Death Ward*4|Contagion*5|Dominate Person*5|Destructive Wave*5,Athletics|Religion|Insight|Intimidation
e43c5331,Paladin 17,Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2|Animate Dead*3|Bestow Curse*3|Blight*4|Confusion*4|Contagion*5|Dominate Person*5,Athletics|Insight|Intimidation|Persuasion
ca929e3f,Sorcerer 17,No spells,Arcana|History|Deception|Intimidation
b72b72aa,Paladin 17,Sanctuary*1|Sleep*1|Command*1|Compelled Duel*1|Searing Smite*1|Calm Emotions*2|Hold Person*2|Magic Weapon*2|Aid*2|Counterspell*3|Hypnotic Pattern*3|Dispell Magic*3|Elemental Weapon*3|Revivify*3|Resilient Sphere*4|Stoneskin*4|Banishment*4|Staggering Smite*4|Death Ward*4|Hold Monster*5|Wall of Force*5|Destructive Wave*5,Arcana|Religion|Insight|Intimidation
1343fb3d,Druid 17,No spells,Athletics|Nature|Animal Handling|Survival
307c5a00,Cleric 17,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5,History|Religion|Medicine|Persuasion
46987b83,Warlock 17,Message*0|Shocking Grasp*0|True Strike*0|Minor Illusion*0|Firebolt*0|Chromatic Orb*1|Charm Person*1|Detect Magic*1|Hideous Laughter*1|Detect Thoughts*1|See Invisibility*2|Blink*3|Polymorph*4|Modify Memory*5|Telekinesis*5,Arcana|Insight|Perception|Deception|Persuasion
d7ca3bfe,Wizard 17,No spells,Athletics|Acrobatics|Arcana|History|Investigation|Insight
2aad969e,Warlock 17,Light*0|Sacred Flame*0|Mage Hand*0|Eldritch Blast*0|Cure Wounds*1|Guiding Bolt*1|Charm Person*1|Protection From Good And Evil*1|Witchbolt*1|Lesser Restoration*2|Flaming Sphere*2|Hold Person*2|Invisibility*2|Suggestion*2|Revivify*3|Daylight*3|Fly*3|Counterspell*3|Dispel Magic*3|Guardian Of Faith*4|Wall Of Fire*4|Banishment*4|Flame Strike*5|Greater Restoration*5|Contact Other Plane*5|Dream*5|Scrying*5,Sleight of Hand|Stealth|Arcana|Investigation|Religion|Insight|Deception|Persuasion
ecdf54af,Fighter 17,No spells,Athletics|Insight|Perception|Survival|Intimidation
c1a0daf7,Ranger 16,Speak with Animals*1|Charm Person*1|Beast Sense*2|Misty Step*2|Speak with Plants*3|Dispel Magic*3|Locate Creature*4|Dimension Door*4,Athletics|Stealth|Animal Handling|Perception|Survival|Persuasion
bd85e6b0,Paladin 16,Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2|Aura of Vitality*3|Spirit Guardians*3|Banishment*4|Guardian of Faith*4,Athletics|Arcana|Intimidation|Persuasion
fb08394e,Rogue 16,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception
6cd9db84,Blood-Hunter 16,No spells,Athletics|Arcana|Investigation|Animal Handling|Insight|Survival
a0458691,Monk 16,No spells,Acrobatics|Stealth|Insight|Deception
48a513f1,Cleric 16,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5,Religion|Insight|Medicine|Intimidation
d265bf6e,Cleric 16,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5,History|Religion|Animal Handling|Medicine|Persuasion
c72c9e62,Fighter 16,Acid Splash*0,Acrobatics|Sleight of Hand|Stealth|Nature|Perception|Survival
4851cc72,Artificer 16,Heroism*1|Shield*1|Branding Smite*2|Warding Bond*2|Aura of Vitality*3|Conjure Barrage*3|Aura of Purity*4|Fire Shield*4,Arcana|Investigation|Insight|Persuasion
bfeff744,Bard 16,Mage Hand*0,Arcana|Religion|Insight|Perception|Deception|Intimidation
fd320485,Barbarian 16,No spells,Athletics|Animal Handling|Insight|Perception|Survival
f4d5d619,Rogue 16,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception
179dbf15,Druid 16,Mirage Arcane*7,Nature|Religion|Medicine|Perception|Survival
95c98d9e,Fighter 16,No spells,Acrobatics|Stealth|Nature|Perception|Deception
fd43bdab,Fighter 16,No spells,Athletics|Stealth|Survival|Deception|Intimidation
dd751820,Bard 16,Mage Hand*0|Vicious Mockery*0|Light*0|Prestidigitation*0|Absorb Elements ( faction copyist)*1|Healing Word*1|Feather Fall*1|Protection from evil and good*1|Faerie Fire*1|Heat Metal*2|Enhance Ability*2|Shatter*2|Invisibility*2|Levitate*2|Dispel Magic*3|Fear*3|Fly*3|Dispel Magic (mandolin)*3|Protec from Lightning*3|Cure Wounds ( mandolin )*3|Counterspell*3|Dimension Door*4|Freedom of Movement*4|Greater Restoration*5|Mass Cure Wounds*5|Swift Quiver*5|Tenser's Transformation*6|Otto's Irresistible Dance*6|Teleport*7|Power Word Stun*8,Acrobatics|Stealth|Perception|Deception|Performance|Persuasion
40e22e3d,Paladin 16,Ensnaring Strike*1|Speak with Animals*1|Shield Of Faith*1|Cure Wounds*1|Purify Food and Drink*1|Bless*1|Divine Favor*1|Heroism*1|Moonbeam*2|Misty Step*2|Branding Smite*2|Zone Of Truth*2|Find Steed*2|Lesser Restoration*2|Aid*2|Locate Object*2|Plant Growth*3|Protection from Energy*3|Remove Curse*3|Dispel Magic*3|Revivify*3|Daylight*3|Ice Storm*4|Stoneskin*4|Banishment*4|Death Ward*4|Locate Creature*4,Athletics|Religion|Perception|Persuasion
8445ad82,Barbarian 16,Augury (1/day)*0|Clairvoyance (1/day)*0,Athletics|History|Insight|Perception|Intimidation
4c1ff92c,Ranger 16,Disguise Self*1|Zephyr Strike*1|Snare*1|Cure Wounds*1|Hail Of Thorns*1|Rope Trick*2|Pass Without A Trace*2|Silience*2|Fear*3|Conjure Animals*3|Lightning Arrow*3|Wind Wall*3|Greater Invisibility*4|Conjure Woodland Beings*4|Stone Skin*4,Athletics|Acrobatics|Stealth|Investigation|Insight|Perception|Survival
e9f23517,Cleric 16,Toll TheDead*0|Mending*0|Guidance*0|Chill Touch*0|Spare The Dying*0|False Life*1|Ray of Sickness*1|Healing Word*1|Bane*1|Bless*1|Cure Wounds*1|Guiding Bolt*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Spiritual Weapon*2|Lesser Restoration*2|Animate Dead*3|Vampiric Touch*3|Life Transference*3|Protection From Poison*3|Blight*4|Death Ward*4|Banishment*4|Freedom of Movement*4|Stone Shape*4|Antilife Shell*5|Cloudkill*5|Greater Restoration*5|Contagion*5|Mass Cure Wounds*5|Word Of Recall*6|Harm*6|Heal*6|Temple Of The Gods*7|Symbol*7|Earthquake*8,History|Religion|Medicine|Perception|Persuasion
5599e0fa,Cleric 16,Charm Person*1|Disguise Self*1|Mirror Image*2|Pass Without Trace*2|Blink*3|Dispel Magic*3|Dimension Door*4|Polymorph*4|Dominate Person*5|Modify Memory*5,History|Religion|Insight|Medicine|Perception
d0cca5cf,Bard 16,No spells,Athletics|Acrobatics|Insight|Deception|Performance
9a34702c,Druid 16,No spells,Nature|Medicine|Intimidation|Persuasion
329edb2d,Barbarian 16,No spells,Athletics|Animal Handling|Survival|Intimidation
bbc18408,Sorcerer 16,No spells,Athletics|Arcana|Intimidation|Persuasion
ed137325,Sorcerer 16,No spells,Athletics|Arcana|Intimidation|Persuasion
62fa63a2,Mystic 16,Detect Magic*0|Misty Step*0|Fireball*0,Arcana|Religion|Insight|Medicine|Perception|Survival
289229d8,Wizard 16,Shocking Grasp*0|Prestidigitation*0|Mage Hand*0|Create Bonfire*0|Message*0|Mage Armor*1|Find Familiar*1|Unseen Servant*1|Detect Magic*1|Identify*1|Magic Missile*1|Sleep*1|Grease*1|Alarm*1|Comprehend Languages*1|Tenser's Floating Disk*1|Invisibility*2|Knock*2|Mirror Image*2|Rope Trick*2|Tiny Servant*3|Slow*3|Haste*3|Lightning Bolt*3|Counterspell*3|Dispel Magic*3|Water Breathing*3|Polymorph*4|Storm Sphere*4|Fabricate*4|Dimension Door*4|Stone Shape*4|Conjure Elemental*5|Creation*5|Wall Of Stone*5|Wall Of Force*5|Rary's Telepathic Bond*5|Create Homunculus*6|True Seeing*6|Guards And Wards*6|Arcane Gate*6|Teleport*7|Simulacrum*7|Sequester*7|Mordenkaininen's Magnificent Mansion*7|Demiplane*8|Mighty Fortress*8|Telepathy*8|Mind Blank*8,Arcana|Investigation|Insight|Perception|Persuasion
1a4a40b1,Rogue 16,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception
5358683a,Ranger 16,Hunters Mark*1|Animal Friendship *1|Speak With Animals *1|Cure Wounds*1|Lesser Restoration *2|Pass Without A Trace*2|Spike Growth*2|Wind Wall*3|Water Breathing *3|Speak With Plants*3|Conjure Woodland Beings*4|Locate Creature *4,Stealth|History|Animal Handling|Perception|Survival|Persuasion
191549e6,Paladin 16,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3|Freedom of Movement*4|Guardian of Faith*4,History|Insight|Intimidation|Persuasion
24c22cbc,Fighter 16,No spells,Athletics|History|Investigation|Survival
922b842f,Fighter 16,No spells,Athletics|Acrobatics|Insight|Perception|Survival|Persuasion
d7f11604,Wizard 16,Infestation*0|Mage Hand*0|Friends*0|Message*0|Shocking Grasp*0|Find Familiar (R) (C)*1|Unseen Servant (R) (C)*1|Cause Fear*1|Disguise Self*1|Detect Magic*1|Mage Armor*1|Identify*1|Comprehend Languages*1|Charm Person*1|Crown Of Madness*2|Detect Thoughts*2|Dust Devil (C)*2|Hold Person*2|Mind Spike*2|Ray Of Enfeeblement*2|Animate Dead*3|Summon Lesser Demons (C)*3|Phantom Steed (R)*3|Fireball*3|Fear*3|Hypnotic Pattern*3|Conjure Minor Elementals (C)*4|Mordenkainen's Faithful Hound (C)*4|Summon Greater Demon (C)*4|Phantasmal Killer*4|Conjure Elemental (C)*5|Cloudkill (C)*5|Mental Prison*6|Soul Cage*6|Disintegrate*6|Circle Of Death*6|Mordenkainen's Magnificent Mansion (C)*7|Crown Of Stars*7|Mighty Fortress*8|Maddening Darkness*8|Antipathy/Sympathy*8,Arcana|History|Insight|Intimidation|Persuasion
f7f218b2,Warlock 16,Eldritch Blast*0|Prestidigitation*0|Minor Illusion*0|Lightning Lure*0|Vicious Mockery*0|Mold Earth*0|Friends*0|Hex*1|Hellish Rebuke*1|Comprehend Languages*1|Misty Step*2|Mirror Image*2|Ray Of Infeeblement*2|Fly*3|Remove Curse*3|Hunger Of Hadar*3|Dimension Door*4|Banishment*4|Hold Monster*5|Negative Energy Flood*5|Danse Macabre*5,Arcana|Perception|Survival|Deception|Intimidation|Persuasion
f8cb9242,Sorcerer 16,No spells,Stealth|Arcana|Deception|Intimidation
8ca9a61d,Druid 16,Barkskin*2|Spider Climb*2|Call Lightning*3|Plant Growth*3|Divination*4|Freedom of Movement*4|Commune with Nature*5|Tree Stride*5,Stealth|Nature|Animal Handling|Survival|Deception
62a18c47,Wizard 16,Animate Dead*3,Arcana|History|Investigation|Religion
d1c7a3d6,Ranger 15,C: Speak with Animals*1|S: Faerie Fire*1|C: Beast Sense*2|S: Web*2|C: Speak with Plants*3|S: Gaseous Form*3|C: Locate Creature*4|S: Arcane Eye*4,Investigation|Nature|Animal Handling|Survival|Performance|Persuasion
1d5ef7fd,Cleric 15,Guidance*0|Spare The Dying*0|Toll The Dead*0|Light*0|Mending*0|Heroism*1|Sanctuary*1|Bless*1|Cure Wounds*1|Healing Word*1|Shield Of Faith*1|Aid*2|Warding Bond*2|Lesser Restoration*2|Calm Emotions*2|Find Traps*2|Beacon of Hope*3|Sending*3|Dispel Magic*3|Mass Healing Word*3|Revivify*3|Aura of Purity*4|Resilient Sphere*4|Death Ward*4|Guardian Of Faith*4|Freedom Of Movement*4|Greater Restoration*5|Telepathic Bond*5|Mass Cure Wounds*5|Flame Strike*5|Heroes' Feast*6|Regenerate*7|Sunburst*8,History|Religion|Insight|Perception|Performance|Persuasion
